Country,Country ISO,Country Code,Destination Network,MCC,MNC,Rate in USD
Slovenia,SVN,386,Slovenia - Si.Mobil-Vodafone,,,0.06000
Slovenia,SVN,386,Slovenia - Slovenske Zeleznice D.O.O - (SZ - Infrastruktura),,,0.06000
Slovenia,SVN,386,Slovenia - T Mobile,,,0.09000
Slovenia,SVN,386,Slovenia - TUS Telekom,,,0.03650
Slovenia,SVN,386,Slovenia - Telekom Slovenia (Mobitel),,,0.01500
Sweden,SWE,46,Sweden - Telenor Connexion AB,,,0.06000
Sweden,SWE,46,Sweden - TeliaSonera Mobile Networks AB,,,0.06000
Sweden,SWE,46,Sweden - Other,,,0.07500
Sweden,SWE,46,Sweden - 42 Telecom AB,,,0.06000
Sweden,SWE,46,Sweden - AINMT Sverige,,,0.06000
Sweden,SWE,46,Sweden - Beepsend,,,0.06000
Sweden,SWE,46,Sweden - COOLTEL APS,,,0.06000
Sweden,SWE,46,Sweden - Compatel Limited,,,0.06000
Sweden,SWE,46,Sweden - Digitel Mobile Srl,,,0.06000
Sweden,SWE,46,Sweden - EU Tel AB,,,0.06000
Sweden,SWE,46,Sweden - Generic Mobil Systems,,,0.07000
Sweden,SWE,46,Sweden - Gotalandsnatet,,,0.06000
Sweden,SWE,46,Sweden - HI3G Access,,,0.06000
Sweden,SWE,46,Sweden - Lindholmen Science Park,,,0.06000
Sweden,SWE,46,Sweden - MOBIWEB LTD,,,0.06000
Sweden,SWE,46,Sweden - MUNDIO MOBILE (SWEDE,,,0.10000
Sweden,SWE,46,Sweden - MYINDIAN AB,,,0.06000
Sweden,SWE,46,Sweden - Mobile Arts AB,,,0.06000
Sweden,SWE,46,Sweden - NextGen Mobile,,,0.06000
Sweden,SWE,46,Sweden - Swefour (Spring Mobil),,,0.06000
Sweden,SWE,46,Sweden - TDC Sverige,,,0.06000
Sweden,SWE,46,Sweden - Tele2 Sverige,,,0.06000
Sweden,SWE,46,Sweden - Telenor Sverige,,,0.06000
Sweden,SWE,46,Sweden - Tigo Ltd,,,0.06000
Sweden,SWE,46,Sweden - iMEZ,,,0.06000
Sweden,SWE,46,Lycamobile Sweden,,,0.06000
Sweden,SWE,46,Ventelo Sverige,,,0.06000
Sweden,SWE,46,Wireless Maingate,,,0.06000
Sweden,SWE,46,MERCURY INTERNATIONA,,,0.06000
Swaziland,SWZ,268,Swaziland-Others,,,0.05500
Swaziland,SWZ,268,Swaziland - Swazi MTN,,,0.05500
Swaziland,SWZ,268,Swaziland - Swaziland Posts and Telecommunications Corporation (SPTC),,,0.05500
Seychelles,SYC,248,Seychelles-Others,,,0.06500
Seychelles,SYC,248,Seychelles - Cable & Wireless,,,0.02000
Seychelles,SYC,248,Seychelles - MediaTech,,,0.09350
Seychelles,SYC,248,Seychelles - Telecom (Seychelles) Ltd (Airtel),,,0.05700
Syria,SYR,963,Syria - MTN Syria,,,0.11500
Syria,SYR,963,Syria - Syriatel,,,0.11000
Turks and Caicos Islands,TCA,1649,Turks and Caicos Islands - Cable & Wireless (Turks & Caic,,,0.03400
Turks and Caicos Islands,TCA,1649,Turks and Caicos Islands - IslandCom Communication Ltd,,,0.01500
Chad,TCD,235,Chad - Bharti Airtel,,,0.03200
Chad,TCD,235,Chad - Millicom Tchad,,,0.03200
Chad,TCD,235,Chad - Sotel Tchad,,,0.03200
Togo,TGO,228,Togo-Others,,,0.03000
Togo,TGO,228,Togo - Telecel (Moov),,,0.06000
Togo,TGO,228,Togo - Togocel,,,0.03000
Thailand,THA,66,Thailand-Others,,,0.02650
Thailand,THA,66,Thailand - AIS,,,0.02650
Thailand,THA,66,Thailand - Telephone Organization of Thailand,,,0.02650
Thailand,THA,66,Thailand - Total Access Communication Plc. (TAC/DTAC),,,0.02650
Thailand,THA,66,Thailand - True Move (Real Future),,,0.02650
Thailand,THA,66,Truemove HSPA 3G,,,0.02650
Thailand,THA,66,AWN Advanced Wireless Network,,,0.02650
Thailand,THA,66,DTN,,,0.02650
Thailand,THA,66,Digital Phone,,,0.02650
Thailand,THA,66,Truemove,,,0.02650
Tajikistan,TJK,992,Tajikistan-Others,,,0.01200
Tajikistan,TJK,992,Tajikistan - Babilon Mobile,,,0.01200
Tajikistan,TJK,992,Tajikistan - INDIGO,,,0.01200
Tajikistan,TJK,992,Tajikistan - TCELL (Somoncom),,,0.01200
Tajikistan,TJK,992,Tajikistan - TK Mobile,,,0.01200
Tajikistan,TJK,992,Tajikistan - TT-Mobile,,,0.01200
Tajikistan,TJK,992,Tajikistan - Tajik Tel or Takom Beeline,,,0.01200
Turkmenistan,TKM,993,Turkmenistan - All Networks,,,0.02000
Timor Leste,TLS,670,Timor Leste - All Networks,,,0.03000
Tonga,TON,676,Tonga-Others,,,0.04000
Tonga,TON,676,Tonga - Tonfon,,,0.04000
Tonga,TON,676,Tonga - U-Call,,,0.04000
Trinidad and Tobago,TTO,1868,Trinidad and Tobago-bmobile,,,0.15000
Trinidad and Tobago,TTO,1868,Trinidad and Tobago - Digicel (Trinidad & Tobago),,,0.05000
Trinidad and Tobago,TTO,1868,Trinidad and Tobago - LaqTel Ltd,,,0.05000
Trinidad and Tobago,TTO,1868,Trinidad and Tobago - Telecommunications Services of,,,0.15000
Tunisia,TUN,216,Tunisia-TunTel,,,0.05772
Tunisia,TUN,216,Tunisia-Tunisiana,,,0.05772
Tunisia,TUN,216,Tunisia - Orange Tunisie,,,0.12500
Tunisia,TUN,216,Tunisia - Orascom Tunesie,,,0.08700
Tunisia,TUN,216,Tunisia - Tunisie Telecom,,,0.05772
Turkey,TUR,90,Turkey - AVEA (Aycell-Aria),,,0.02900
Turkey,TUR,90,Turkey - Vodafone,,,0.02900
Turkey,TUR,90,Turkey - Turkcell,,,0.02900
Taiwan,TWN,886,Taiwan-Taiwan Mobile,,,0.04600
Taiwan,TWN,886,Taiwan-Others,,,0.04600
Taiwan,TWN,886,Taiwan - Asia Pacific Telecom,,,0.04600
Taiwan,TWN,886,Taiwan - Chunghwa Telecom LDM,,,0.04600
Taiwan,TWN,886,Taiwan - FITEL (First Tel),,,0.04600
Taiwan,TWN,886,Taiwan - Far Eastone,,,0.04600
Taiwan,TWN,886,Taiwan - Global Mobile (G1),,,0.04600
Taiwan,TWN,886,Taiwan - Taiwan Mobile Co. Ltd,,,0.04600
Taiwan,TWN,886,Taiwan - VIBO Telecom Inc,,,0.04600
Tanzania,TZA,255,Tanzania All,,,0.04200
Tanzania,TZA,255,"Tanzania, United Republic Of-tiGO",,,0.04200
Tanzania,TZA,255,Tanzania - Airtel Tanzania Ltd,,,0.04200
Tanzania,TZA,255,Tanzania - Benson Informatics (T) Ltd.,,,0.04200
Tanzania,TZA,255,Tanzania - Dovetel Tanzania Ltd (Sasatel),,,0.04200
Tanzania,TZA,255,Tanzania - MIC,,,0.05500
Tanzania,TZA,255,Tanzania - MyCell,,,0.04200
Tanzania,TZA,255,Tanzania - SMILE COMMUNICATIONS (T) LTD,,,0.04200
Tanzania,TZA,255,Tanzania - Tanzania Communications Commission Ltd. (TTCL),,,0.04200
Tanzania,TZA,255,Tanzania - Vodacom (T) Ltd.,,,0.04200
Tanzania,TZA,255,Tanzania - Zanzibar Telecom Ltd (Zantel),,,0.04200
Uganda,UGA,256,Uganda-Others,,,0.04900
Uganda,UGA,256,Uganda - Airtel Uganda LTD,,,0.09000
Uganda,UGA,256,Uganda - MTN (Uganda) Ltd,,,0.07400
Uganda,UGA,256,Uganda - Orange Uganda,,,0.12000
Uganda,UGA,256,Uganda - Smile Communications Uganda Ltd,,,0.04900
Uganda,UGA,256,Uganda - Uganda Telecom Ltd,,,0.06000
Uganda,UGA,256,Uganda - Warid Telecom Uganda,,,0.04900
Ukraine,UKR,380,Ukraine-Others,,,0.08300
Ukraine,UKR,380,Ukraine - 3MOB TriMob,,,0.08300
Ukraine,UKR,380,Ukraine - Golden Telecom,,,0.08300
Ukraine,UKR,380,Ukraine - International Telecommunication (CDMA800),,,0.08300
Ukraine,UKR,380,Ukraine - Kyivstar,,,0.08300
Ukraine,UKR,380,Ukraine - MTS Ukraine (Jeans (UMC),,,0.08300
Ukraine,UKR,380,Ukraine - Telesystems (CDMA),,,0.08300
Ukraine,UKR,380,Ukraine - Ukrainian Radio Systems (Beeline),,,0.08300
Ukraine,UKR,380,Ukraine - life:) - Astelit,,,0.08300
Uruguay,URY,598,Uruguay-Others,,,0.06300
Uruguay,URY,598,Uruguay - America Movil Wireless Uruguay S.A.,,,0.06300
Uruguay,URY,598,Uruguay - Antel,,,0.06300
Uruguay,URY,598,Uruguay - Telefonica Moviles (Movistar),,,0.06300
United States,USA,1,US,,,0.00500
United States,USA,1,United States - AT&T Mobility,,,0.00500
United States,USA,1,United States - Choice Phone Llc Dba Iconn,,,0.00500
United States,USA,1,United States - Commnet Wireless,,,0.00500
United States,USA,1,United States - Docomo Pacific,,,0.00500
United States,USA,1,United States - Globalstar USA,,,0.00500
United States,USA,1,United States - Mid-Tex Cellular,,,0.00500
United States,USA,1,"United States - Sprint Nextel Corporation, Inc",,,0.00500
United States,USA,1,United States - T-Mobile,,,0.00500
United States,USA,1,United States - Verizon Wireless,,,0.00500
United States,USA,1,United States - Wave Runner,,,0.00500
United States,USA,1,United States - ACS,,,0.00500
United States,USA,1,United States - ASTAC Wireless,,,0.00500
United States,USA,1,United States - Advantage Cellular,,,0.00500
United States,USA,1,United States - Airadigm Communications,,,0.00500
United States,USA,1,United States - Allied Wireless,,,0.00500
United States,USA,1,United States - Appalachian Wireless,,,0.00500
United States,USA,1,United States - Blanca Telephone Company,,,0.00500
United States,USA,1,United States - Bluegrass Cellular,,,0.00500
United States,USA,1,United States - Bug Tussel Wireless,,,0.00500
United States,USA,1,United States - C Spire,,,0.00500
United States,USA,1,United States - CTC Telecom,,,0.00500
United States,USA,1,United States - Carolina West Wireless,,,0.00500
United States,USA,1,United States - Cellcom,,,0.00500
United States,USA,1,United States - Cellular One of E.Central Illi,,,0.00500
United States,USA,1,United States - Cellular One of NE Arizona,,,0.00500
United States,USA,1,United States - Chariton Valley Cellular,,,0.00500
United States,USA,1,United States - Chat Mobility,,,0.00500
United States,USA,1,United States - Choice Wireless,,,0.00500
United States,USA,1,United States - Cincinnati Bell Wireless,,,0.00500
United States,USA,1,United States - Copper Valley Cellular,,,0.00500
United States,USA,1,United States - Cordova Wireless Communications,,,0.00500
United States,USA,1,United States - Corr Wireless Communications,,,0.00500
United States,USA,1,United States - Cricket Communications,,,0.00500
United States,USA,1,United States - Cross Wireless,,,0.00500
United States,USA,1,United States - Cross-Valliant Cellular Partnership,,,0.00500
United States,USA,1,United States - Crossroads Wireless,,,0.00500
United States,USA,1,United States - Custer Telephone Coop.,,,0.00500
United States,USA,1,United States - Epic Touch Company,,,0.00500
United States,USA,1,United States - Etex Communications dba Etex W,,,0.00500
United States,USA,1,United States - Five Star Wireless,,,0.00500
United States,USA,1,United States - GCI Communication Corp. dba Ge,,,0.00500
United States,USA,1,United States - Golden State Cellular,,,0.00500
United States,USA,1,United States - Illinois Valley Cellular RSA 2,,,0.00500
United States,USA,1,United States - Indigo Wireless,,,0.00500
United States,USA,1,United States - Inland Cellular Telephone Comp,,,0.00500
United States,USA,1,United States - Iowa Wireless Services,,,0.00500
United States,USA,1,United States - Kaplan Telephone Company,,,0.00500
United States,USA,1,United States - Keystone Wireless,,,0.00500
United States,USA,1,United States - Leaco Rural Telephone Cooperat,,,0.00500
United States,USA,1,United States - Long Lines Wireless,,,0.00500
United States,USA,1,United States - MTA Wireless,,,0.00500
United States,USA,1,United States - MTPCS DBA Cellular One,,,0.00500
United States,USA,1,United States - Metro PCS,,,0.00500
United States,USA,1,United States - Mid-Rivers Cellular,,,0.00500
United States,USA,1,United States - NEP Cellcorp,,,0.00500
United States,USA,1,United States - NORTHEAST WIRELESS NETWORKS,,,0.00500
United States,USA,1,United States - NW Missouri Cellular,,,0.00500
United States,USA,1,United States - New Dimensions Wireless,,,0.00500
United States,USA,1,United States - Nex-Tech Wireless,,,0.00500
United States,USA,1,United States - North Dakota Network Company,,,0.00500
United States,USA,1,United States - Oklahoma Western Telephone Company,,,0.00500
United States,USA,1,United States - Otz Telecommunications,,,0.00500
United States,USA,1,United States - PTSI,,,0.00500
United States,USA,1,United States - Pine Telephone,,,0.00500
United States,USA,1,United States - Pinpoint Wireless,,,0.00500
United States,USA,1,United States - Pioneer Cellular,,,0.00500
United States,USA,1,United States - Plateau Telecommunications,,,0.00500
United States,USA,1,United States - Proximiti,,,0.00500
United States,USA,1,United States - Rcc Of Pennsylvania dba Beeper,,,0.00500
United States,USA,1,United States - SI WIRELESS,,,0.00500
United States,USA,1,United States - Sagebrush Cellular,,,0.00500
United States,USA,1,United States - Southern LINC,,,0.00500
United States,USA,1,United States - TELECOM NORTH AMERICA MOBILE,,,0.00500
United States,USA,1,United States - Telalaska Cellular,,,0.00500
United States,USA,1,United States - Telebeeper Of New Mexico,,,0.00500
United States,USA,1,United States - Thumb Cellular,,,0.00500
United States,USA,1,United States - UBET,,,0.00500
United States,USA,1,United States - US Cellular,,,0.00500
United States,USA,1,United States - Union Telephone Company,,,0.00500
United States,USA,1,United States - United Wireless Communications,,,0.00500
United States,USA,1,United States - VA PCS Alliance,,,0.00500
United States,USA,1,United States - Viaero Wireless,,,0.00500
United States,USA,1,United States - West Central Wireless,,,0.00500
United States,USA,1,United States - Westlink Communications,,,0.00500
United States,USA,1,United States - Wilkes Cellular,,,0.00500
United States,USA,1,United States - Wireless Communications,,,0.00500
Uzbekistan,UZB,998,Uzbekistan-Others,,,0.10000
Uzbekistan,UZB,998,Uzbekistan-MTS,,,0.10000
Uzbekistan,UZB,998,Uzbekistan - Coscom (Ucell),,,0.10000
Uzbekistan,UZB,998,Uzbekistan - Perfectum Mobile (Rubicon),,,0.10000
Uzbekistan,UZB,998,Uzbekistan - Untitel(Beeline),,,0.10000
Uzbekistan,UZB,998,Uzbekistan - Uzdunrobita(MTS),,,0.10000
Saint Vincent and Grenadines,VCT,1784,Saint Vincent and The Grenadines-LIME,,,0.04200
Saint Vincent and Grenadines,VCT,1784,Saint Vincent and The Grenadines-Others,,,0.04200
Saint Vincent and Grenadines,VCT,1784,Cable & Wireless (St. Vincent),,,0.06730
Venezuela,VEN,58,Venezuela-Others,,,0.04900
Venezuela,VEN,58,Venezuela - Digitel,,,0.04900
Venezuela,VEN,58,Venezuela - Globalstar of Venezuela,,,0.04900
Venezuela,VEN,58,Venezuela - Movilnet,,,0.04900
Venezuela,VEN,58,Venezuela - Movistar,,,0.04900
Virgin Islands - British,VGB,1284,"Virgin Islands, British-Others",,,0.06500
Virgin Islands - British,VGB,1284,Cable & Wireless (British Virgin Island),,,0.05400
Virgin Islands - British,VGB,1284,Caribbean Cellular Telephone Ltd (CCT),,,0.05400
Virgin Islands - United States,VIR,1340,"Virgin Islands, U.S.-Innovative",,,0.10160
Virgin Islands - United States,VIR,1340,"Virgin Islands, U.S.-Windkeeper",,,0.10160
Virgin Islands - United States,VIR,1340,"Virgin Islands, U.S.-Others",,,0.10160
Virgin Islands - United States,VIR,1340,Vitelcom Cellular,,,0.10160
Vietnam,VNM,84,Vietnam-Others,,,0.04400
Vietnam,VNM,84,MobiFon,,,0.04400
Vietnam,VNM,84,VinaPhone,,,0.04400
Vietnam,VNM,84,S-Fone (CDMA),,,0.04400
Vietnam,VNM,84,Viettel Mobile,,,0.04400
Vietnam,VNM,84,Vietnam Mobile (CDMA),,,0.05900
Vietnam,VNM,84,Beeline NV/GTEL,,,0.04400
Vanuatu,VUT,678,Vanuatu-Others,,,0.04500
Vanuatu,VUT,678,Vanuatu - Digicel,,,0.04500
Vanuatu,VUT,678,Vanuatu - Telecom Vanuatu,,,0.15000
Samoa,WSM,685,Samoa-Others,,,0.08300
Samoa,WSM,685,Samoa - SamoaTel,,,0.08300
Yemen,YEM,967,Yemen-Others,,,0.09000
Yemen,YEM,967,Yemen - MTN,,,0.09000
Yemen,YEM,967,Yemen - Sabafon,,,0.09000
Yemen,YEM,967,Yemen - Y - Telecom,,,0.09000
Yemen,YEM,967,Yemen - Yemen Mobile,,,0.09000
South Africa,ZAF,27,South Africa - CELL C,,,0.02300
South Africa,ZAF,27,South Africa - MTN,,,0.02300
South Africa,ZAF,27,South Africa - Telkom SA Ltd,,,0.03200
South Africa,ZAF,27,South Africa - Vodacom,,,0.02300
Zambia,ZMB,260,Zambia-Others,,,0.03600
Zambia,ZMB,260,Zambia - CelTel,,,0.03600
Zambia,ZMB,260,Zambia - Telecel,,,0.03600
Zambia,ZMB,260,Zambia - Zamtel,,,0.03600
Zimbabwe,ZWE,263,Zimbabwe - Econet Wireless,,,0.03000
Zimbabwe,ZWE,263,Zimbabwe - NetOne,,,0.03900
Zimbabwe,ZWE,263,Zimbabwe-Telecel,,,0.02200
